frame,Longitudinal Acceleration,Throttle Pedal Position,Vehicle Speed,Engine RPM,Left Front Wheel Speed,Right Front Wheel Speed,Left Rear Wheel Speed,Right Rear Wheel Speed
396,0.0,0.0,36.21,1233.0,349.0,348.5,349.0,349.5
397,-0.08,0.0,36.36,1237.0,349.5,349.5,350.5,350.5
398,-0.08,0.0,36.36,1214.0,350.0,350.0,350.0,350.5
399,-0.16,0.0,36.37,1248.0,349.0,349.0,349.0,349.5
400,-0.08,6.27,36.26,1267.0,348.5,347.5,349.0,349.0
401,-0.16,9.02,36.29,1278.0,348.5,348.0,351.0,350.0
402,0.0,9.8,36.36,1248.0,349.0,349.5,351.5,350.5
403,0.0,9.41,36.49,1263.0,352.0,351.0,353.0,352.5
404,0.0,7.06,36.52,1311.0,352.5,349.0,354.0,353.5
405,0.0,7.06,36.6,1313.0,352.0,348.5,355.5,354.5
406,0.0,7.06,36.87,1294.0,354.5,352.5,354.0,353.0
407,-0.08,2.75,36.83,1299.0,355.0,355.5,358.0,356.5
408,0.0,0.0,37.02,1245.0,355.5,357.5,356.0,357.0
409,-0.08,0.0,37.11,1266.0,356.0,355.0,357.5,355.5
410,-0.08,0.0,37.09,1262.0,356.5,354.5,356.0,357.0
411,-0.08,0.0,37.11,1232.0,357.0,355.5,356.5,355.0
412,-0.16,0.0,37.0,1273.0,356.0,355.5,356.5,356.5
413,-0.16,0.0,36.87,1259.0,355.5,356.0,355.5,355.5
414,-0.16,0.0,36.87,1250.0,356.5,356.5,355.5,355.5
415,-0.24,0.0,36.84,1259.0,355.0,354.5,355.0,355.0
416,-0.32,2.75,36.72,1248.0,355.0,354.0,354.5,354.0
417,-0.32,7.06,36.76,1264.0,354.5,353.5,353.0,353.0
418,-0.24,7.06,36.88,1277.0,355.0,354.0,355.5,354.0
419,-0.16,7.06,36.93,1308.0,356.0,355.0,357.0,356.5
420,0.0,6.27,37.03,1344.0,355.5,355.5,357.5,357.0
421,0.0,5.49,37.16,1324.0,357.5,356.5,358.5,358.0
422,0.0,0.0,37.21,1304.0,357.0,356.0,358.5,358.5
423,0.0,0.0,37.14,1258.0,357.5,358.0,358.5,358.5
424,0.0,0.0,37.18,1266.0,359.0,357.5,359.0,358.0
425,-0.08,0.0,37.2,1238.0,358.5,358.0,357.0,357.0
426,-0.16,0.0,37.14,1259.0,357.0,357.0,356.5,357.0
427,-0.24,0.0,37.03,1263.0,357.0,356.5,356.5,356.0
428,-0.24,0.0,36.92,1262.0,355.0,354.5,355.5,356.0
429,-0.24,0.0,36.79,1249.0,354.5,354.0,353.0,353.5
430,-0.32,0.0,36.6,1244.0,352.5,351.5,351.5,353.0
431,-0.32,0.0,36.49,1240.0,351.5,351.0,350.0,351.0
432,-0.32,0.0,36.37,1240.0,349.5,348.5,348.5,350.0
433,-0.24,0.0,36.21,1237.0,348.5,348.5,348.5,349.0
434,-0.32,0.0,36.1,1233.0,347.5,348.0,347.0,347.5
435,-0.32,0.0,36.0,1228.0,346.5,346.5,347.0,347.0
436,-0.32,0.0,35.9,1225.0,346.0,345.0,345.0,345.0
437,-0.32,0.0,35.82,1219.0,344.5,343.5,344.5,344.5
438,-0.32,0.0,35.71,1222.0,344.5,342.5,343.0,343.5
439,-0.32,0.0,35.58,1219.0,343.0,342.5,341.5,342.0
440,-0.32,0.0,35.36,1211.0,342.0,340.0,340.5,340.5
441,-0.24,0.0,35.18,1204.0,340.0,338.5,339.0,339.0
442,-0.32,0.0,35.14,1196.0,339.0,337.5,337.5,337.0
443,-0.32,0.0,35.05,1193.0,337.0,337.0,336.5,336.5
444,-0.32,0.0,34.87,1188.0,335.0,335.5,335.0,335.0
445,-0.32,0.0,34.72,1188.0,334.5,334.5,333.5,334.5
446,-0.32,0.0,34.59,1182.0,333.0,332.5,332.5,333.5
447,-0.32,0.0,34.43,1174.0,331.5,331.0,330.5,331.5
448,-0.32,0.0,34.24,1168.0,329.5,328.5,328.5,329.0
449,-0.32,0.0,34.13,1161.0,328.5,327.5,327.5,328.0
450,-0.32,0.0,33.96,1156.0,327.0,325.5,326.5,326.0
451,-0.32,0.0,33.78,1151.0,325.0,323.5,324.5,325.0
452,-0.24,0.0,33.63,1148.0,323.0,323.5,323.0,323.0
453,-0.32,0.0,33.47,1143.0,323.5,322.0,322.5,322.0
454,-0.32,0.0,33.38,1135.0,321.5,320.0,320.0,320.0
455,-0.24,0.0,33.26,1131.0,320.5,319.0,319.5,320.0
456,-0.24,0.0,33.11,1125.0,319.0,318.0,318.5,318.5
457,-0.24,0.0,32.96,1121.0,317.5,316.5,317.0,317.0
458,-0.24,0.0,32.79,1116.0,317.5,316.0,315.5,315.0
459,-0.24,0.0,32.68,1112.0,316.0,314.5,314.5,314.5
460,-0.32,0.0,32.59,1106.0,315.0,314.0,314.5,314.0
461,-0.32,0.0,32.56,1103.0,313.0,311.5,312.5,312.0
462,-0.32,0.0,32.42,1100.0,313.0,310.0,312.0,311.0
463,-0.24,0.0,32.28,1092.0,311.5,310.0,311.5,309.0
464,-0.24,0.0,32.19,1084.0,311.5,308.5,311.0,309.5
465,-0.32,0.0,32.04,1071.0,311.0,308.5,310.0,309.0
466,-0.32,0.0,32.1,1064.0,310.0,308.0,308.5,308.5
467,-0.32,0.0,32.06,1068.0,309.5,308.0,307.5,308.5
468,-0.32,0.0,31.97,1074.0,308.0,308.0,308.0,309.0
469,-0.32,0.0,31.97,1071.0,307.0,307.0,306.0,306.0
470,-0.32,0.0,31.71,1062.0,307.0,306.0,306.5,307.5
471,-0.32,0.0,31.86,1052.0,305.5,305.5,303.0,304.5
472,-0.32,0.0,31.62,1029.0,305.0,303.5,303.5,304.0
473,-0.24,0.0,31.54,963.0,304.0,302.5,303.5,303.5
474,-0.24,0.0,31.42,937.0,302.0,301.5,302.0,301.0
475,-0.32,0.0,31.29,924.0,301.5,299.5,301.5,300.5
476,-0.48,0.0,31.05,882.0,298.5,297.0,298.5,297.5
477,-0.56,0.0,30.81,885.0,296.0,294.5,295.5,295.5
478,-0.64,0.0,30.57,891.0,294.0,293.0,293.0,293.0
479,-0.64,0.0,30.3,871.0,291.5,291.5,291.0,292.0
480,-0.64,0.0,30.12,849.0,288.5,288.5,288.0,289.0
481,-0.64,0.0,29.9,827.0,287.0,287.5,286.5,287.5
482,-0.64,0.0,29.64,827.0,285.0,285.0,284.0,284.5
483,-0.64,0.0,29.25,813.0,279.0,279.5,279.5,280.0
484,-0.72,0.0,28.91,820.0,277.5,276.5,276.5,276.5
485,-0.88,0.0,28.61,827.0,274.0,273.5,273.5,274.0
486,-0.88,0.0,28.3,833.0,271.0,270.5,271.0,271.0
487,-0.88,0.0,27.92,832.0,267.5,267.0,268.0,268.0
488,-0.72,0.0,27.55,827.0,264.0,263.0,263.5,264.0
489,-0.88,0.0,27.21,823.0,261.0,259.5,259.5,260.0
490,-0.88,0.0,26.89,818.0,257.0,256.5,256.5,256.5
491,-0.96,0.0,26.42,812.0,254.5,251.5,253.5,253.0
492,-1.04,0.0,26.04,805.0,250.0,248.0,249.5,249.0
493,-1.12,0.0,25.62,803.0,245.0,244.0,244.5,244.5
494,-1.12,0.0,25.17,793.0,241.5,240.0,240.5,240.5
495,-1.2,0.0,24.78,793.0,237.5,236.0,237.0,237.5
496,-1.12,0.0,24.42,788.0,233.5,232.5,234.0,233.5
497,-1.2,0.0,23.92,787.0,228.0,228.0,229.5,228.5
498,-1.12,0.0,23.56,788.0,225.0,223.5,225.0,224.5
499,-1.12,0.0,23.03,783.0,219.5,219.0,219.5,219.0
500,-1.2,0.0,22.49,774.0,214.0,214.5,214.0,213.5
501,-1.36,0.0,21.87,768.0,209.0,208.0,208.0,207.0
502,-1.52,0.0,21.29,757.0,203.5,202.0,203.5,203.0
503,-1.52,0.0,20.77,747.0,197.5,196.5,198.0,197.5
504,-1.6,0.0,20.25,740.0,193.0,191.5,192.5,191.5
505,-1.6,0.0,19.53,731.0,187.0,185.5,185.0,185.0
506,-1.76,0.0,18.83,714.0,179.0,178.5,178.5,177.5
507,-1.84,0.0,18.19,700.0,173.0,172.5,172.5,172.0
508,-1.92,0.0,17.54,690.0,166.0,165.0,165.0,164.0
509,-1.84,0.0,16.91,680.0,159.5,158.5,159.5,159.0
510,-1.84,0.0,16.06,679.0,152.0,151.0,152.0,151.5
511,-1.84,0.0,15.46,691.0,146.0,145.5,146.5,145.5
512,-1.76,0.0,14.68,711.0,139.0,138.0,138.0,137.5
513,-1.84,0.0,14.07,724.0,133.0,132.0,133.0,132.5
514,-1.76,0.0,13.39,742.0,126.5,125.0,126.5,125.5
515,-1.6,0.0,12.79,742.0,120.5,119.0,119.5,119.0
516,-1.6,0.0,12.28,738.0,115.5,115.0,115.0,114.5
517,-1.2,0.0,11.74,744.0,112.0,111.0,110.5,110.5
518,-1.2,0.0,11.37,760.0,108.5,107.5,108.0,108.5
519,-1.2,0.0,10.99,805.0,104.0,103.0,104.0,103.5
520,-1.12,0.0,10.64,840.0,100.0,100.0,99.5,99.0
521,-1.04,0.0,10.11,839.0,96.5,95.5,96.0,95.5
522,-1.12,0.0,9.62,823.0,91.0,90.0,89.5,89.0
523,-1.44,0.0,9.1,800.0,84.0,83.5,84.0,83.5
524,-1.52,0.0,8.35,789.0,78.0,77.0,77.0,77.5
525,-1.76,0.0,7.64,777.0,71.0,70.0,71.0,70.0
526,-1.84,0.0,6.82,761.0,63.0,62.5,62.0,62.0
527,-1.76,0.0,6.04,710.0,56.0,56.0,55.0,55.0
528,-1.6,0.0,5.44,675.0,49.0,49.0,48.5,48.5
529,-1.44,0.0,4.78,665.0,43.5,43.0,42.5,42.5
530,-1.36,0.0,4.05,664.0,37.0,36.5,36.5,36.5
531,-1.2,0.0,3.54,675.0,32.5,32.5,32.0,32.5
532,-1.12,0.0,3.14,683.0,27.5,27.5,28.0,28.0
533,-1.12,0.0,2.63,701.0,23.5,23.5,22.5,22.5
534,-1.12,0.0,2.08,701.0,18.0,17.5,17.5,17.5
535,-1.04,0.0,1.57,691.0,14.0,13.5,13.5,13.5
536,-0.24,0.0,1.32,684.0,12.0,12.0,12.0,12.0
537,0.16,0.0,1.25,679.0,12.0,12.0,12.0,12.0
538,0.32,10.98,1.27,695.0,12.0,12.0,12.0,12.0
539,0.32,13.33,1.32,768.0,12.5,12.5,13.0,13.0
540,0.48,14.12,1.45,888.0,13.5,13.5,15.0,15.0
541,0.72,14.12,1.68,1045.0,16.0,15.5,17.5,17.0
542,1.12,16.08,1.98,1141.0,19.5,19.0,21.0,20.5
543,1.44,18.04,2.36,1196.0,23.5,22.5,25.5,24.5
544,1.6,19.22,2.88,1286.0,29.5,28.5,31.0,31.0
545,1.84,20.0,3.54,1377.0,34.5,33.5,37.0,37.0
546,2.08,20.0,4.18,1441.0,42.0,40.5,44.0,43.0
547,2.32,20.0,4.92,1465.0,50.5,48.5,52.0,51.0
548,2.24,19.22,5.6,1470.0,56.5,54.0,58.5,56.5
549,2.24,17.65,6.33,1451.0,64.5,59.5,65.5,62.0
550,2.0,12.55,6.99,1414.0,72.5,65.5,72.0,66.5
551,1.76,11.37,7.42,1336.0,77.0,69.0,76.5,68.5
552,1.36,12.55,7.67,1266.0,81.5,71.0,79.5,70.0
553,0.96,12.55,8.04,1239.0,85.0,74.5,84.0,74.0
554,0.72,1.18,8.41,1237.0,88.5,78.0,87.0,76.5
555,0.64,0.0,8.56,1158.0,92.0,80.0,88.5,76.5
556,0.32,1.18,8.71,1047.0,93.5,81.0,90.0,77.0
557,0.0,1.57,9.42,953.0,95.5,81.5,91.0,76.5
558,-0.24,1.57,9.46,945.0,95.0,81.0,91.0,75.5
559,-0.24,2.35,9.49,942.0,95.5,79.5,91.0,75.0
560,-0.48,7.84,9.4,955.0,96.0,80.0,90.5,74.5
561,-0.32,8.63,9.42,1015.0,96.0,81.0,91.0,76.5
562,-0.08,9.02,9.53,1059.0,96.5,81.5,91.5,77.0
563,0.0,10.98,9.59,1094.0,97.5,81.5,93.0,77.0
564,0.0,14.9,9.73,1129.0,98.5,82.5,94.0,78.5
565,0.08,16.47,9.91,1216.0,100.5,84.5,96.5,81.0
566,0.24,16.47,10.15,1316.0,102.0,87.0,99.0,84.0
567,0.64,16.47,10.12,1392.0,104.5,89.5,102.5,87.0
568,0.72,16.86,10.08,1425.0,108.0,94.0,106.0,91.0
569,0.96,17.25,10.52,1464.0,111.0,97.0,109.5,96.0
570,1.04,17.25,10.88,1496.0,114.0,101.0,113.0,100.5
571,1.04,18.04,11.31,1525.0,118.5,105.0,117.0,104.0
572,0.96,18.04,11.77,1551.0,122.0,108.5,121.0,109.0
573,1.04,18.82,12.23,1585.0,125.0,113.0,125.0,113.5
574,1.12,19.22,12.75,1623.0,130.0,118.0,130.0,119.5
575,1.12,19.61,13.16,1661.0,133.0,123.0,134.5,125.0
576,1.36,20.0,13.77,1713.0,136.5,129.0,138.5,132.5
577,1.36,20.39,14.3,1743.0,140.5,134.0,143.5,136.5
578,1.36,20.39,14.73,1772.0,144.0,137.5,147.0,141.0
579,1.36,20.39,15.2,1808.0,149.0,142.0,151.5,147.0
580,1.2,21.18,15.7,1846.0,155.0,147.5,156.5,151.0
581,1.36,21.57,16.39,1906.0,159.5,153.0,162.0,157.0
582,1.44,21.57,16.86,1938.0,164.5,159.0,167.0,163.5
583,1.44,21.57,17.49,1987.0,168.5,165.5,171.5,169.5
584,1.44,21.57,17.98,2034.0,172.0,170.0,177.0,176.0
585,1.44,21.57,18.45,2082.0,176.5,174.5,180.0,179.0
586,1.44,21.57,18.83,2110.0,180.5,177.5,182.5,183.0
587,1.44,21.57,19.29,2146.0,184.5,184.0,188.5,189.0
588,1.36,18.43,19.59,2164.0,188.5,187.0,189.5,190.0
589,1.12,18.43,19.85,2143.0,191.0,191.0,193.0,192.5
590,0.56,19.22,20.11,2100.0,192.0,191.5,195.5,196.0
591,0.72,19.22,20.51,1968.0,194.0,194.5,199.5,198.5
592,0.96,19.22,20.82,1777.0,199.0,198.5,202.0,202.0
593,1.04,19.22,21.04,1627.0,201.0,202.0,204.5,204.0
594,0.88,19.61,21.41,1585.0,203.5,204.5,206.0,206.0
595,0.64,19.61,21.61,1583.0,205.5,207.0,209.5,209.0
596,0.64,19.61,21.85,1602.0,210.0,209.5,214.0,213.0
597,0.64,20.39,22.09,1623.0,212.0,212.0,214.5,215.0
598,0.64,20.78,22.47,1646.0,215.5,213.0,217.0,215.0
599,0.64,20.78,22.66,1666.0,217.0,216.0,219.5,218.5
600,0.72,20.78,22.95,1682.0,219.0,218.0,222.0,221.5
601,0.72,20.78,23.26,1692.0,222.0,222.0,225.5,224.5
602,0.88,20.78,23.44,1695.0,223.5,223.5,227.0,225.5
603,0.88,20.78,23.68,1703.0,226.0,226.0,230.0,229.5
604,0.72,20.78,23.89,1708.0,228.5,229.0,232.0,232.0
605,0.72,20.78,24.26,1717.0,231.5,230.5,234.0,234.0
606,0.72,20.78,24.51,1722.0,234.0,234.0,237.0,236.5
607,0.72,20.78,24.72,1730.0,236.5,235.5,238.5,239.5
608,0.72,21.18,25.0,1728.0,239.0,237.5,241.5,242.0
609,0.72,21.18,25.28,1692.0,241.0,239.5,242.5,243.5
610,0.72,21.18,25.53,1675.0,243.0,244.0,245.5,246.5
611,0.72,21.18,25.73,1674.0,246.0,246.0,249.5,250.0
612,0.64,21.18,26.09,1669.0,248.5,248.0,252.5,252.5
613,0.72,21.18,26.33,1663.0,251.5,251.0,254.0,254.5
614,0.64,21.18,26.55,1663.0,252.5,252.5,256.0,256.5
615,0.64,20.78,26.81,1659.0,255.5,254.0,257.0,257.0
616,0.64,19.61,26.96,1635.0,258.5,257.5,260.0,260.0
617,0.64,17.65,27.1,1606.0,258.0,258.5,262.5,262.0
618,0.56,16.86,27.31,1547.0,260.0,259.5,261.0,262.5
619,0.56,16.86,27.43,1566.0,262.5,261.0,264.0,265.0
620,0.48,16.86,27.53,1566.0,264.0,262.5,265.5,265.0
621,0.48,16.86,27.73,1580.0,266.5,265.0,267.5,267.5
622,0.48,19.22,27.88,1587.0,266.0,266.5,269.5,270.0
623,0.48,19.22,28.06,1597.0,268.5,267.5,271.5,271.5
624,0.64,17.25,28.23,1613.0,270.0,269.5,272.5,272.5
625,0.56,17.65,28.4,1617.0,272.0,271.5,273.5,274.5
626,0.48,17.65,28.57,1628.0,273.0,272.0,276.0,275.5
627,0.48,17.65,28.78,1637.0,275.5,273.5,277.0,278.0
628,0.48,17.65,28.91,1652.0,276.0,274.5,279.5,279.0
629,0.56,17.65,29.1,1648.0,278.0,277.0,280.5,280.5
630,0.56,17.65,29.24,1665.0,279.5,277.5,282.0,281.5
631,0.48,18.43,29.35,1681.0,281.5,279.5,284.0,284.0
632,0.48,19.22,29.59,1682.0,282.5,283.0,285.0,285.0
633,0.56,19.22,29.75,1697.0,283.5,283.5,287.0,287.0
634,0.56,19.22,29.88,1713.0,285.5,285.0,288.5,289.5
635,0.56,18.82,30.08,1714.0,286.5,287.5,290.0,291.0
636,0.48,17.25,30.26,1720.0,290.0,288.5,291.0,291.5
637,0.48,16.08,30.39,1745.0,292.0,290.0,295.5,294.5
638,0.48,14.51,30.5,1730.0,291.5,292.5,295.0,294.0
639,0.24,14.51,30.7,1737.0,292.5,293.0,296.0,295.0
640,0.32,15.69,30.7,1758.0,293.5,292.5,296.0,296.0
641,0.32,15.69,30.76,1757.0,295.5,293.0,294.0,294.0
642,0.32,14.12,30.88,1875.0,295.0,296.5,297.0,298.0
643,0.32,14.12,31.08,1821.0,296.5,296.0,298.5,297.5
644,0.32,14.51,31.03,1850.0,297.0,296.5,301.0,299.0
645,0.24,14.9,31.26,1862.0,299.0,297.5,300.5,300.5
646,0.24,14.9,31.25,1869.0,298.5,299.5,302.0,301.5
647,0.24,14.9,31.37,1879.0,300.5,299.5,303.0,302.5
648,0.24,14.12,31.44,1880.0,301.5,299.5,303.0,303.0
649,0.32,9.41,31.5,1855.0,303.0,301.0,304.0,303.0
650,0.16,8.24,31.45,1830.0,302.5,301.5,303.0,302.0
651,0.08,8.24,31.63,1600.0,303.0,301.5,302.5,303.0
652,0.16,7.84,31.65,1361.0,303.5,303.0,304.0,303.5
653,0.16,7.84,31.53,1211.0,304.0,301.5,304.0,304.5
654,0.08,5.49,31.65,1157.0,303.0,302.0,302.5,304.0
655,0.0,5.49,31.57,1151.0,302.0,304.0,303.5,304.5
656,0.0,7.06,31.54,1148.0,302.0,302.0,303.0,304.0
657,0.0,9.41,31.48,1164.0,302.5,302.0,303.0,304.0
658,0.0,10.98,31.56,1172.0,302.5,303.0,303.5,304.0
659,0.0,12.94,31.59,1179.0,303.0,302.0,304.0,304.0
660,0.0,12.94,31.65,1209.0,303.0,304.0,304.0,304.5
661,0.08,12.94,31.7,1190.0,303.0,301.5,306.0,305.0
662,0.08,5.1,31.6,1138.0,302.0,303.5,306.0,305.5
663,0.16,0.0,31.65,1087.0,304.5,304.5,304.5,304.5
664,0.0,0.39,31.75,1170.0,304.0,302.5,305.0,303.5
665,0.0,2.75,31.57,1157.0,304.0,303.0,306.5,305.5
666,0.0,5.49,31.67,1127.0,305.5,304.5,303.5,303.5
667,0.0,10.59,31.76,1153.0,304.0,303.5,305.5,305.0
668,0.0,15.69,31.69,1223.0,305.0,301.5,305.5,305.5
669,0.0,16.47,31.83,1279.0,304.0,302.0,304.5,302.5
670,0.08,16.08,31.81,1350.0,304.0,303.0,305.5,304.5
671,0.16,10.2,31.83,1394.0,305.0,303.0,307.0,306.0
672,0.16,9.41,31.81,1365.0,306.0,304.5,307.5,307.0
673,0.16,7.06,31.98,1305.0,308.0,307.5,308.5,307.5
674,0.08,0.78,31.94,1221.0,307.5,307.0,308.5,309.0
675,0.08,4.31,31.88,1148.0,306.5,304.0,308.5,308.5
676,0.0,4.71,31.66,1143.0,305.0,304.0,307.5,307.0
677,0.0,5.1,31.78,1155.0,306.0,305.5,304.5,303.0
678,-0.08,6.67,31.86,1163.0,306.5,305.0,306.5,308.0
679,0.0,7.45,31.79,1176.0,306.5,304.5,307.0,306.5
680,0.0,7.84,31.81,1192.0,304.5,305.5,308.0,306.5
681,0.0,10.59,31.83,1206.0,305.5,309.0,304.0,304.5
682,0.0,10.59,31.89,1215.0,306.0,304.0,307.5,306.0
683,0.0,14.12,31.81,1240.0,304.0,302.0,305.5,305.0
684,0.08,14.9,31.71,1280.0,304.0,304.0,305.5,305.0
685,0.08,14.9,31.72,1327.0,304.5,304.0,304.5,305.0
686,0.08,14.9,31.7,1362.0,303.5,303.0,308.0,309.0
687,0.16,14.51,31.81,1378.0,305.0,305.5,308.5,307.5
688,0.16,6.67,32.03,1385.0,306.0,304.5,306.0,306.5
689,0.16,3.92,31.81,1276.0,305.0,303.5,306.0,306.0
690,0.08,5.1,31.74,1169.0,304.5,303.0,305.5,306.0
691,0.0,0.0,31.7,1147.0,304.0,302.5,304.5,304.5
692,0.0,0.0,31.63,1120.0,304.0,303.5,304.0,303.5
693,0.0,3.53,31.57,1096.0,302.0,301.5,303.0,305.0
694,0.0,10.59,31.44,1125.0,303.0,301.5,302.0,302.5
695,-0.08,0.0,31.37,1193.0,301.0,299.5,302.0,302.0
696,0.0,0.0,31.19,1139.0,300.0,299.5,304.0,304.0
697,0.0,0.0,31.21,1085.0,298.0,297.0,299.0,300.0
698,0.0,0.0,31.1,1055.0,299.0,297.5,300.0,299.0
699,0.0,0.0,30.97,1010.0,297.5,298.5,299.5,298.0
700,-0.08,0.0,30.85,978.0,296.5,295.5,296.5,296.5
701,-0.08,0.0,30.63,924.0,293.0,293.0,294.0,294.0
702,-0.08,0.0,30.58,883.0,290.0,291.5,293.0,292.5
703,-0.16,0.0,30.42,865.0,293.5,292.0,292.5,293.5
704,-0.16,0.0,30.37,841.0,291.0,290.0,292.0,292.0
705,-0.08,0.0,30.22,837.0,290.0,288.5,289.0,289.0
706,-0.08,0.0,29.93,844.0,289.0,288.0,288.0,287.5
707,-0.16,0.0,29.88,848.0,287.0,286.5,287.0,287.5
708,-0.08,0.0,29.75,845.0,284.5,284.5,285.5,285.5
709,-0.08,0.0,29.61,846.0,284.0,283.5,285.5,284.5
710,-0.16,0.0,29.44,835.0,282.5,280.5,282.0,282.5
711,-0.32,0.0,29.17,827.0,279.0,278.0,278.5,277.0
712,-0.72,0.0,28.61,829.0,275.0,268.0,276.0,273.0
713,-1.12,0.0,28.3,824.0,270.0,269.0,270.5,269.5
714,-1.2,0.0,27.97,813.0,269.0,265.0,265.5,262.0
715,-1.36,0.0,27.61,815.0,264.5,262.0,263.5,262.0
716,-0.96,0.0,27.1,811.0,259.5,256.0,258.5,260.0
717,-0.88,0.0,26.73,804.0,256.0,254.0,255.0,255.0
718,-0.88,0.0,26.41,809.0,254.0,252.0,253.0,252.5
719,-0.72,0.0,26.07,805.0,250.0,249.5,249.5,249.5
720,-0.72,0.0,25.8,800.0,248.0,247.5,248.0,247.5
721,-0.64,0.0,25.51,799.0,244.5,243.5,244.5,244.5
722,-0.56,0.0,25.26,796.0,242.5,241.5,241.5,241.0
723,-0.56,0.0,25.18,791.0,242.5,241.0,241.0,240.5
724,-0.48,0.0,25.0,793.0,240.0,239.0,240.5,240.5
725,-0.24,0.0,24.82,792.0,238.0,238.5,239.0,239.0
726,-0.16,0.0,24.81,791.0,238.5,237.5,237.5,237.0
727,-0.16,0.0,24.64,792.0,233.5,235.0,237.0,237.5
728,-0.48,0.0,24.72,795.0,233.0,234.5,237.0,237.5
729,-0.24,1.18,24.66,808.0,235.5,234.5,234.5,234.0
730,0.0,0.0,24.03,829.0,225.5,228.5,228.0,227.0
731,0.0,0.0,23.71,813.0,231.5,223.5,226.0,224.0
732,-0.08,0.0,23.55,784.0,223.5,228.0,227.5,228.0
733,-0.08,0.0,23.67,785.0,228.0,227.0,233.5,231.5
734,0.0,2.75,23.71,787.0,228.5,224.0,230.5,232.0
735,0.0,0.0,23.43,818.0,223.5,226.5,228.5,228.5
736,-0.16,0.0,23.51,821.0,231.5,230.0,226.0,230.0
737,-0.32,2.75,24.06,794.0,232.0,234.0,233.5,234.5
738,-0.32,3.14,24.41,821.0,233.5,235.5,235.5,232.5
739,-0.08,2.75,24.29,853.0,231.0,231.0,235.0,230.5
740,0.0,3.14,24.0,876.0,231.0,231.0,231.5,229.5
741,0.0,5.49,24.02,875.0,232.0,234.5,229.5,231.5
742,0.0,11.76,24.08,897.0,233.5,232.0,232.5,233.0
743,-0.08,14.12,24.16,959.0,231.5,235.5,233.0,227.0
744,-0.08,7.84,23.91,1034.0,231.5,234.5,238.5,233.5
745,0.08,8.24,24.35,1068.0,232.0,231.5,235.0,233.0
746,0.0,11.76,24.4,1065.0,233.5,231.5,229.5,235.0
747,0.0,12.16,24.29,1091.0,233.0,233.0,236.5,232.0
748,0.08,12.55,24.35,1143.0,232.5,232.0,234.5,232.5
749,0.0,12.55,24.51,1176.0,233.5,233.0,235.0,237.5
750,0.08,8.63,24.46,1196.0,235.0,235.0,237.5,235.5
751,0.16,8.63,24.62,1185.0,236.0,234.5,241.0,237.5
752,0.24,12.16,24.69,1152.0,236.5,236.5,237.0,237.0
753,0.16,12.94,24.71,1157.0,236.0,237.0,239.0,237.5
754,0.08,13.33,24.84,1183.0,238.5,236.5,239.0,238.5
755,0.08,15.29,24.87,1209.0,239.0,239.0,240.5,240.0
756,0.16,18.04,25.08,1245.0,240.0,239.0,241.0,242.0
757,0.16,20.78,25.2,1263.0,240.5,241.0,242.5,242.5
758,0.24,21.96,25.35,1273.0,241.5,241.0,245.0,245.5
759,0.32,21.96,25.43,1276.0,244.5,244.0,246.0,245.5
760,0.32,20.0,25.71,1234.0,246.5,245.5,247.0,248.5
761,0.48,20.78,25.84,1145.0,247.5,246.5,249.5,250.5
762,0.48,21.57,26.05,1100.0,249.5,250.0,251.5,251.5
763,0.32,20.0,26.15,1106.0,251.0,250.5,253.5,253.0
764,0.32,17.65,26.44,1128.0,254.0,252.0,255.5,256.0
765,0.32,21.18,26.53,1063.0,255.0,254.5,256.5,256.5
766,0.32,23.92,26.79,925.0,256.5,255.5,257.5,257.5
767,0.32,24.31,26.91,925.0,258.0,257.5,259.5,259.5
768,0.24,18.82,27.04,924.0,260.0,259.0,262.0,262.5
769,0.32,15.29,27.3,932.0,261.0,260.5,263.5,263.5
770,0.24,23.14,27.53,949.0,264.5,264.0,265.0,265.5
771,0.32,25.49,27.51,937.0,264.0,262.5,266.0,265.5
772,0.32,25.88,27.71,942.0,266.0,263.5,266.5,266.5
773,0.24,24.71,27.92,961.0,267.0,267.5,270.0,268.5
774,0.48,4.31,28.08,964.0,268.5,268.5,271.5,272.0
775,0.32,0.39,27.77,1010.0,269.0,267.5,275.5,275.0
776,0.16,10.59,28.19,1224.0,270.5,269.5,269.5,268.5
777,0.08,16.86,28.4,1279.0,271.5,270.5,272.5,272.0
778,0.16,17.25,28.41,1356.0,272.5,272.5,274.5,274.5
779,0.16,18.43,28.55,1413.0,273.5,272.5,275.5,275.5
780,0.24,18.04,28.64,1464.0,275.0,269.5,276.0,276.5
781,0.48,16.47,28.77,1477.0,277.0,271.5,279.0,278.5
782,0.24,11.76,29.25,1469.0,276.0,280.0,282.5,276.0
783,0.08,8.24,28.86,1390.0,275.0,276.5,287.5,279.0
784,0.16,7.45,28.79,1278.0,279.5,275.5,281.5,281.0
785,0.08,10.2,29.16,1213.0,283.0,279.5,281.5,282.5
786,0.0,10.59,29.37,1209.0,282.5,281.0,281.5,282.5
787,0.0,10.98,29.41,1226.0,281.5,280.5,283.0,282.5
788,0.08,13.73,29.39,1240.0,282.0,281.5,283.0,283.0
789,0.08,12.94,29.48,1256.0,283.0,282.5,284.0,284.0
790,0.08,18.43,29.59,1290.0,283.0,282.5,285.5,285.0
