frame,Mis-Fire Monitor Status,Mis-Fire Counter-200 REV,Mis-Fire Counter CAT 200 Rev,Cylinder 1 FTP Mis-Fire Counter,Cylinder 2 FTP Mis-Fire Counter,Cylinder 3 FTP Mis-Fire Counter,Cylinder 4 FTP Mis-Fire Counter,Cylinder 5 FTP Mis-Fire Counter,Cylinder 6 FTP Mis-Fire Counter,Cylinder 7 FTP Mis-Fire Counter,Cylinder 8 FTP Mis-Fire Counter,SKIM VTA Invalid Key Received Fault Posted,NGC Should Shut Off Fuel,SKIM/VTA Has Completed,IGN OFF RUN START SW,IGN RUN START SW,IGN START SW,Ignition Start Switch Filtered Switch State,MAP Vacuum,Map Volts,Barometric Pressure,APP 1 Volts,APP 2 Volts,TPS 1 Minimum Volts,TPS 1 Volts,TPS 2 Minimum Volts,TPS 2 Volts,Throttle Blade Position,ETC Directional Duty Cycle,Engine Speed,Target Idle Speed,Time From Start Run,Time Fuel System in Run Mode,Ignition Off Time,Engine Runtime,Purge Duty Cycle,Desired Purge Current,Actual Purge Current,Purge AirFlow,Purge Mode,Purge Vapor Ratio,Purge Adaptive,Actual Torque,ETC Starter Inhibit,Injector Pulse Width Cylinder 1,Injector Pulse Width Cylinder 2,Injector Pulse Width Cylinder 3,Injector Pulse Width Cylinder 4,Injector Pulse Width Cylinder 5,Injector Pulse Width Cylinder 6,Injector Pulse Width Cylinder 7,Injector Pulse Width Cylinder 8,Cranking Injector Pulse Width,1/1 O2 Sensor Level,2/1 O2 Sensor Level,1/1 O2 Goal(0-1),2/1 O2 Goal(0-1),1/1 O2 Volts(0-1),1/1 O2 Sensor Volts,1/2 O2 Volts(0-1),1/2 O2 Sensor Volts,2/1 O2 Volts(0-1),2/1 O2 Sensor Volts,2/2 O2 Volts(0-1),2/2 O2 Sensor Volts,1/1 O2 Fuel Feedback,2/1 O2 Fuel Feedback,1/1 Pulse Width O2 Heater,1/2 Pulse Width O2 Heater,2/1 Pulse Width O2 Heater,2/2 Pulse Width O2 Heater,1/1 O2 Heater Temp,1/2 O2 Heater Temp,2/1 O2 Heater Temp,2/2 O2 Heater Temp,1/1 Short Term ADAP,2/1 Short Term ADAP,1/1 Long Term ADAP,2/1 Long Term ADAP,Closed Loop Timer,Current ADAP Cell ID,Engine Coolant Temp,Engine Coolant Temp Volt,Intake Air Temp,Intake Air Temp Volt,Ambient Temp,Ambient Temp Voltage,Fuel Level Percent,Fuel Tank Vapor Volume,Fuel Tank Size,Fuel Level Sensor/#1 Volts,CAT Modeled Temp,Oil Pressure,VVT Oil Pressure,Engine Oil Temperature,Oil Pressure Sensor Voltage,Voltage Sense,VVT Oil Temp,Target Charging Voltage,Generator Duty Cycle,Mass Airflow,Knock Sensor 1 Volts,Knock Sensor 2 Volts,ST Knock Retard,Base Spark,Spark Advance,ESIM Switch,AC Hi-Side Voltage,AC Hi-Side Pressure,PCM Odometer,Vehicle Speed,Cam Sync State,Crank Signal Missing,Crank Sync State,Crank System Fault and in Limp-Home Mode,Exhaust Cam 1/Crank Difference,Exhaust Cam 1 Duty Cycle,Exhaust Cam 1 Desired Position,Exhaust Cam 1 Actual Position,Brake Switch Filtered Switch State,Brake Switch 2 Filtered Switch State,Park Neutral Switch Filtered Switch State,AC Select Switch Filtered Switch State,AC Request Switch Filtered Switch State,AC Clutch  RLY DES State,Lo Spd Fan Rly Des State,Hi Spd Fan Des State,ASD Sense Switch Filtered Switch State,ASD Relay DES State,SRV Output State,SRV PWM Feedback,Fuel Pump  RLY DES State,Desired Malfunction Lamp,MDS Has Been Activated,MDS In V4 State,MDS Status,MDS Transition Status,4 To 8 Transition or Torque Reserve Requested,MDS Enabling Conditions Have Been Met,MDS Solenoid/#1(Cyl/#1)Status,MDS Solenoid/#2(Cyl/#4)Status,MDS Solenoid/#3(Cyl/#6)Status,MDS Solenoid/#4(Cyl/#7)Status,EVP ACTIVATIONS,EVP COOL DOWN TIME,S/C Set Speed,S/C Switch Voltage,S/C Switch Voltage 2,Cruise Lamp Status,S/C Working Status,S/C Denied Status,S/C Disenable Reason,S/C Disengage Reason,S/C Switch State 1,S/C Switch State 2,Limp-in Status,Turbine Speed,Output Speed,Torque Converter Slip,Trans Oil Temperature,Calculate Trans Oil Temp,Trans Temperature Voltage,LR Pressure Switch,2C Pressure Switch,4C Pressure Switch,UD Pressure Switch,OD Pressure Switch,Pressure Switch Error Counter,Tow/Haul/OD Switch,Autostick Upshift,Autostick Downshift,Autostick Position,PRNDL Display Request,T41/C1 Switch,T42/C2 Switch,T3/C3 Switch,T1/C4 Switch,Line Pressure Sensor,T2/C5 Switch,Actual Line Pressure 1,Desired Line Pressure,Line Pressure Duty-Cycle(RFE),2C Clutch Fill Volume Index,LR Clutch Fill Volume Index,Alternate 2C Clutch Fill Volume Index,4C Clutch Fill Volume Index,UD Clutch Fill Volume Index,1st N-D UD Clutch Fill Volume Index,Norm N-D UD Clutch Fill Volume Index,OD Clutch Fill Volume Index,1st 2-3 OD Clutch Fill Volume Index,Present Gear,Present Gear TCC State,Target Gear,Target Gear TCC State,PRNDL Code(RFE),LR Clutch,2C Clutch,OD Clutch,4C Clutch,UD Clutch,Current/Last Shift Performed,Fuel Tank Pressure,CNG Rail Temperature,CNG Tank Pressure,CNG Tank Level Percent,CNG Fuel Volume Used,CNG Tank Pressure Volts,Gasoline/CNG Switch State,CNG Transition in Progress,Variable Speed Fuel Pump Volts,Variable Speed Fuel Pump Actual Rail Pressure,Variable Speed Fuel Pump Duty Cycle,Variable Speed Fuel Pump Desired Rail Pressure,STARTER_CNTRL_AUTO_RESTART_CNTR
183,,,,,,,,,,,,,,,,,,,0.0,4.39,29.26,0.43,0.22,0.51,,,4.29,4.09,-19.42,628.0,624.0,83.87,81.92,0.0,88.35,30.3,192.47,194.42,0.16,,0.1,0.0,-1.51,315351.04,1264.0,1304.0,1264.0,1344.0,1280.0,,,,,,,,0.0,0.96,3.47,0.82,3.34,1.08,,,,,,0.0,0.0,0.0,0.0,1122.8,1086.8,,,,,8.2,8.79,10.24,24.0,203.0,0.85,120.2,2.42,71.6,2.63,9.0,26.88,26.0,3.8,1322.6,0.0,0.0,188.6,0.0,12.27,188.6,13.77,0.0,2.89,0.0,0.0,0.0,-64.0,0.0,,1.24,113.68,319774.72,0.0,,,,,-0.8,0.0,127.8,127.6,,,,,,,,,,,,44.0,,,,,,,,,,,,,0.0,0.0,0.0,1.82,2.39,,,,,,,,,634.0,0.0,18.0,135.02,,2.02,,,,,,0.0,,,,,,,,,,0.98,,50.0,50.0,28.24,34.0,79.0,52.0,39.0,35.0,82.0,53.0,59.0,,,,,,,,,,,,,-2.37,-83.2,0.0,0.0,0.0,,,,2.82,57.79,67.9,58.0,40448.0
184,,,,,,,,,,,,,,,,,,,0.0,4.39,29.26,0.43,0.22,0.51,,,4.29,4.09,-19.42,628.0,624.0,83.87,81.92,0.0,88.35,30.3,192.47,194.42,0.16,,0.1,0.0,-1.51,315351.04,1536.0,1440.0,1536.0,1472.0,1480.0,,,,,,,,0.0,0.96,3.47,0.82,3.34,1.08,,,,,,0.0,0.0,0.0,0.0,1122.8,1086.8,,,,,8.2,8.79,10.24,24.0,203.0,0.85,120.2,2.42,71.6,2.63,9.0,26.88,26.0,3.8,1322.6,0.0,0.0,188.6,0.0,12.27,188.6,13.77,0.0,2.89,0.0,0.0,0.0,-64.0,0.0,,1.24,113.68,319774.72,0.0,,,,,-0.8,0.0,127.8,127.6,,,,,,,,,,,,44.0,,,,,,,,,,,,,0.0,0.0,0.0,1.82,2.39,,,,,,,,,634.0,0.0,18.0,135.02,,2.02,,,,,,0.0,,,,,,,,,,0.98,,50.0,50.0,28.24,34.0,79.0,52.0,39.0,35.0,82.0,53.0,59.0,,,,,,,,,,,,,-2.37,-83.2,0.0,0.0,0.0,,,,2.82,57.79,67.9,58.0,40448.0
185,,,,,,,,,,,,,,,,,,,0.0,4.39,29.26,0.43,0.22,0.51,,,4.29,4.09,-19.42,628.0,624.0,83.87,81.92,0.0,88.35,30.3,192.47,194.42,0.16,,0.1,0.0,-1.51,315351.04,1536.0,1440.0,1536.0,1472.0,1480.0,,1416.0,1424.0,7064.0,,,0.67,0.0,0.96,3.47,0.82,3.34,1.08,,,,,,0.0,0.0,0.0,0.0,1122.8,1086.8,,,,,8.2,8.79,10.24,24.0,203.0,0.85,120.2,2.42,71.6,2.63,9.0,26.88,26.0,3.8,1322.6,0.0,0.0,188.6,0.0,12.27,188.6,13.77,0.0,2.89,0.0,0.0,0.0,-64.0,0.0,,1.24,113.68,319774.72,0.0,,,,,-0.8,0.0,127.8,127.6,,,,,,,,,,,,44.0,,,,,,,,,,,,,0.0,0.0,0.0,1.82,2.39,,,,,,,,,634.0,0.0,18.0,135.02,,2.02,,,,,,0.0,,,,,,,,,,0.98,,50.0,50.0,28.24,34.0,79.0,52.0,39.0,35.0,82.0,53.0,59.0,,,,,,,,,,,,,-2.37,-83.2,0.0,0.0,0.0,,,,2.82,57.79,67.9,58.0,40448.0
186,,,,,,,,,,,,,,,,,,,0.0,4.39,29.26,0.43,0.22,0.51,,,4.29,4.09,-19.42,628.0,624.0,83.87,81.92,0.0,88.35,30.3,192.47,194.42,0.16,,0.1,0.0,-1.51,315351.04,1536.0,1440.0,1536.0,1472.0,1480.0,6760.0,7184.0,7632.0,7064.0,,,0.67,0.0,0.96,3.47,0.82,3.34,1.08,,,,,,0.0,0.0,0.0,0.0,1122.8,1086.8,,,,,8.2,8.79,10.24,24.0,203.0,0.85,120.2,2.42,71.6,2.63,9.0,26.88,26.0,3.8,1322.6,0.0,0.0,188.6,0.0,12.27,188.6,13.77,0.0,2.89,0.0,0.0,0.0,-64.0,0.0,,1.24,113.68,319774.72,0.0,,,,,-0.8,0.0,127.8,127.6,,,,,,,,,,,,44.0,,,,,,,,,,,,,0.0,0.0,0.0,1.82,2.39,,,,,,,,,634.0,0.0,18.0,135.02,,2.02,,,,,,0.0,,,,,,,,,,0.98,,50.0,50.0,28.24,34.0,79.0,52.0,39.0,35.0,82.0,53.0,59.0,,,,,,,,,,,,,-2.37,-83.2,0.0,0.0,0.0,,,,2.82,57.79,67.9,58.0,40448.0
187,,,,,,,,,,,,,,,,,,,0.0,4.39,29.26,0.43,0.22,0.51,,,4.29,4.09,-19.42,628.0,624.0,83.87,81.92,0.0,88.35,30.3,192.47,194.42,0.16,,0.1,0.0,-1.51,315351.04,1536.0,1440.0,1536.0,1472.0,1480.0,1184.0,1224.0,1264.0,7064.0,,,0.67,0.0,0.96,3.47,0.82,3.34,1.08,,,,,,0.0,0.0,0.0,0.0,1122.8,1086.8,,,,,8.2,8.79,10.24,24.0,203.0,0.85,120.2,2.42,71.6,2.63,9.0,26.88,26.0,3.8,1322.6,0.0,0.0,188.6,0.0,12.27,188.6,13.77,0.0,2.89,0.0,0.0,0.0,-64.0,0.0,,1.24,113.68,319774.72,0.0,,,,,-0.8,0.0,127.8,127.6,,,,,,,,,,,,44.0,,,,,,,,,,,,,0.0,0.0,0.0,1.82,2.39,,,,,,,,,634.0,0.0,18.0,135.02,,2.02,,,,,,0.0,,,,,,,,,,0.98,,50.0,50.0,28.24,34.0,79.0,52.0,39.0,35.0,82.0,53.0,59.0,,,,,,,,,,,,,-2.37,-83.2,0.0,0.0,0.0,,,,2.82,57.79,67.9,58.0,40448.0
188,,,,,,,,,,,,,,,,,,,0.0,4.39,29.26,0.43,0.22,0.51,,,4.29,4.09,-19.42,628.0,624.0,83.87,81.92,0.0,88.35,30.3,192.47,194.42,0.16,,0.1,0.0,-1.51,315351.04,1536.0,1440.0,1536.0,1472.0,1480.0,1528.0,1504.0,1528.0,7064.0,,,0.67,0.0,0.96,3.47,0.82,3.34,1.08,,,,,,0.0,0.0,0.0,0.0,1122.8,1086.8,,,,,8.2,8.79,10.24,24.0,203.0,0.85,120.2,2.42,71.6,2.63,9.0,26.88,26.0,3.8,1322.6,0.0,0.0,188.6,0.0,12.27,188.6,13.77,0.0,2.89,0.0,0.0,0.0,-64.0,0.0,,1.24,113.68,319774.72,0.0,,,,,-0.8,0.0,127.8,127.6,,,,,,,,,,,,44.0,,,,,,,,,,,,,0.0,0.0,0.0,1.82,2.39,,,,,,,,,634.0,0.0,18.0,135.02,,2.02,,,,,,0.0,,,,,,,,,,0.98,,50.0,50.0,28.24,34.0,79.0,52.0,39.0,35.0,82.0,53.0,59.0,,,,,,,,,,,,,-2.37,-83.2,0.0,0.0,0.0,,,,2.82,57.79,67.9,58.0,40448.0
189,,,,,,,,,,,,,,,,,,,0.0,4.39,29.26,0.43,0.22,0.51,,,4.29,4.09,-19.42,628.0,624.0,83.87,81.92,0.0,88.35,30.3,192.47,194.42,0.16,,0.1,0.0,-1.51,315351.04,1536.0,1440.0,1536.0,1472.0,1480.0,1448.0,1408.0,1440.0,7064.0,,,0.67,0.0,0.96,3.47,0.82,3.34,1.08,,,,,,0.0,0.0,0.0,0.0,1122.8,1086.8,,,,,8.2,8.79,10.24,24.0,203.0,0.85,120.2,2.42,71.6,2.63,9.0,26.88,26.0,3.8,1322.6,0.0,0.0,188.6,0.0,12.27,188.6,13.77,0.0,2.89,0.0,0.0,0.0,-64.0,0.0,,1.24,113.68,319774.72,0.0,,,,,-0.8,0.0,127.8,127.6,,,,,,,,,,,,44.0,,,,,,,,,,,,,0.0,0.0,0.0,1.82,2.39,,,,,,,,,634.0,0.0,18.0,135.02,,2.02,,,,,,0.0,,,,,,,,,,0.98,,50.0,50.0,28.24,34.0,79.0,52.0,39.0,35.0,82.0,53.0,59.0,,,,,,,,,,,,,-2.37,-83.2,0.0,0.0,0.0,,,,2.82,57.79,67.9,58.0,40448.0
190,,,,,,,,,,,,,,,,,,,0.0,4.39,29.26,0.43,0.22,0.51,,,4.29,4.09,-19.42,628.0,624.0,83.87,81.92,0.0,88.35,30.3,192.47,194.42,0.16,,0.1,0.0,-1.51,315351.04,1536.0,1440.0,1536.0,1472.0,1480.0,1384.0,1384.0,1408.0,7064.0,,,0.67,0.0,0.96,3.47,0.82,3.34,1.08,,,,,,0.0,0.0,0.0,0.0,1122.8,1086.8,,,,,8.2,8.79,10.24,24.0,203.0,0.85,120.2,2.42,71.6,2.63,9.0,26.88,26.0,3.8,1322.6,0.0,0.0,188.6,0.0,12.27,188.6,13.77,0.0,2.89,0.0,0.0,0.0,-64.0,0.0,,1.24,113.68,319774.72,0.0,,,,,-0.8,0.0,127.8,127.6,,,,,,,,,,,,44.0,,,,,,,,,,,,,0.0,0.0,0.0,1.82,2.39,,,,,,,,,634.0,0.0,18.0,135.02,,2.02,,,,,,0.0,,,,,,,,,,0.98,,50.0,50.0,28.24,34.0,79.0,52.0,39.0,35.0,82.0,53.0,59.0,,,,,,,,,,,,,-2.37,-83.2,0.0,0.0,0.0,,,,2.82,57.79,67.9,58.0,40448.0
191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.0,,,,,,,,,,,,,,,1408.0,1432.0,,,,,1384.0,1480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.23,0.24,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.0,,,,,,,,,,,,,,,1464.0,1448.0,,,,,1368.0,1488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.17,0.25,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.0,,,,,,,,,,,,,,,1448.0,1480.0,,,,,1440.0,1496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25,0.24,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.0,,,,,,,,,,,,,,,1528.0,1424.0,,,,,1464.0,1456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.26,0.23,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.0,,,,,,,,,,,,,,,1544.0,1432.0,,,,,1488.0,1448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,0.23,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.0,,,,,,,,,,,,,,,1536.0,1400.0,,,,,1464.0,1448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02,0.24,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.0,,,,,,,,,,,,,,,1480.0,1456.0,,,,,1432.0,1480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.24,0.23,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.0,,,,,,,,,,,,,,,1488.0,1456.0,,,,,1408.0,1512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.97,0.24,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.0,,,,,,,,,,,,,,,1488.0,1448.0,,,,,1416.0,1504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.22,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.0,,,,,,,,,,,,,,,1488.0,1456.0,,,,,1408.0,1504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.23,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.0,,,,,,,,,,,,,,,1448.0,1432.0,,,,,1408.0,1456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01,0.24,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.0,,,,,,,,,,,,,,,1432.0,1440.0,,,,,1376.0,1456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01,0.23,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.0,,,,,,,,,,,,,,,1432.0,1424.0,,,,,1368.0,1432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02,0.22,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.0,,,,,,,,,,,,,,,1496.0,1400.0,,,,,1424.0,1424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02,0.23,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.0,,,,,,,,,,,,,,,1488.0,1432.0,,,,,1456.0,1424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02,0.23,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.0,,,,,,,,,,,,,,,1504.0,1424.0,,,,,1464.0,1432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02,0.23,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.0,,,,,,,,,,,,,,,1480.0,1432.0,,,,,1448.0,1448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.03,0.23,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.0,,,,,,,,,,,,,,,1528.0,1384.0,,,,,1432.0,1432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.03,0.22,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.0,,,,,,,,,,,,,,,1448.0,1392.0,,,,,1384.0,1424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98,0.24,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.0,,,,,,,,,,,,,,,1440.0,1384.0,,,,,1360.0,1432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99,0.24,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.0,,,,,,,,,,,,,,,1432.0,1376.0,,,,,1376.0,1408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.21,0.24,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.0,,,,,,,,,,,,,,,1480.0,1432.0,,,,,1432.0,1552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.48,0.22,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.0,,,,,,,,,,,,,,,1776.0,1792.0,,,,,1712.0,1856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.88,0.25,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.0,,,,,,,,,,,,,,,1952.0,1944.0,,,,,1872.0,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.41,0.24,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.0,,,,,,,,,,,,,,,2152.0,2168.0,,,,,2488.0,2672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.62,0.24,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
