frame,MAP Vacuum,TPS 1 Volts,TPS 2 Volts,ETC Directional Duty Cycle,Engine Speed,Injector Pulse Width Cylinder 7,Injector Pulse Width Cylinder 8,1/1 Short Term ADAP
366,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
367,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
368,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
369,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
370,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
371,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
372,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
373,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
374,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
375,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
376,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
377,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
378,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
379,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
380,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
381,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
382,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
383,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
384,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
385,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
386,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
387,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
388,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
389,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
390,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
391,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
392,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
393,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
394,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
395,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
396,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
397,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
398,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
399,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
400,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
401,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
402,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
403,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
404,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
405,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
406,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
407,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
408,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
409,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
410,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
411,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
412,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
413,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
414,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
415,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
416,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
417,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
418,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
419,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
420,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
421,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
422,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
423,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
424,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
425,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
426,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
427,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
428,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
429,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
430,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
431,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
432,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
433,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
434,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
435,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
436,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
437,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
438,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
439,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
440,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
441,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
442,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
443,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
444,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
445,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
446,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
447,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
448,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
449,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
450,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
451,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
452,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
453,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
454,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
455,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
456,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
457,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
458,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
459,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
460,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
461,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
462,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
463,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
464,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
465,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
466,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
467,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
468,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
469,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
470,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
471,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
472,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
473,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
474,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
475,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
476,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
477,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
478,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
479,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
480,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
481,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
482,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
483,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
484,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
485,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
486,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
487,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
488,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
489,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
490,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
491,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
492,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
493,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
494,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
495,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
496,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
497,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
498,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
499,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
500,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
501,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
502,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
503,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
504,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
505,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
506,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
507,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
508,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
509,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
510,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
511,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
512,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
513,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
514,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
515,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
516,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
517,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
518,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
519,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
520,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
521,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
522,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
523,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
524,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
525,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
526,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
527,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
528,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
529,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
530,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
531,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
532,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
533,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
534,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
535,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
536,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
537,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
538,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
539,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
540,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
541,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
542,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
543,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
544,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
545,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
546,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
547,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
548,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
549,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
550,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
551,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
552,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
553,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
554,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
555,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
556,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
557,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
558,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
559,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
560,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
561,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
562,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
563,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
564,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
565,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
566,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
567,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
568,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
569,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
570,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
571,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
572,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
573,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
574,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
575,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
576,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
577,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
578,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
579,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
580,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
581,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
582,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
583,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
584,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
585,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
586,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
587,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
588,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
589,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
590,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
591,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
592,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
593,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
594,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
595,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
596,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
597,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
598,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
599,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
600,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
601,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
602,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
603,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
604,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
605,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
606,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
607,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
608,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
609,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
610,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
611,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
612,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
613,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
614,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
615,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
616,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
617,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
618,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
619,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
620,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
621,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
622,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
623,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
624,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
625,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
626,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
627,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
628,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
629,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
630,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
631,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
632,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
633,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
634,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
635,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
636,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
637,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
638,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
639,22.6,0.93,4.07,-36.13,0.0,0.0,0.0,-0.01
640,,0.7,4.31,-13.78,0.0,8000.0,8000.0,-0.01
641,1.0,0.7,4.3,-13.41,141.0,7536.0,7536.0,-0.01
642,1.83,0.7,4.3,-15.11,705.0,8520.0,8024.0,-0.01
643,8.67,0.73,4.28,-14.82,1416.0,4712.0,4160.0,-0.01
644,18.05,0.75,4.25,-7.87,1788.0,1856.0,1752.0,-0.01
645,21.59,0.77,4.23,-14.21,1809.0,1104.0,1056.0,-0.01
646,22.83,0.76,4.25,-19.72,1714.0,792.0,768.0,-0.01
647,23.25,0.76,4.25,-6.85,1548.0,768.0,784.0,-0.01
648,22.95,0.77,4.23,-6.35,1408.0,920.0,928.0,-0.01
649,22.42,0.79,4.21,-14.01,1201.0,1168.0,1240.0,-0.01
650,21.65,0.78,4.22,-19.88,1180.0,1400.0,1384.0,-0.01
651,21.59,0.77,4.23,-16.64,1132.0,1368.0,1384.0,-0.01
652,21.54,0.77,4.23,-5.81,1119.0,1408.0,1416.0,-0.01
653,21.3,0.79,4.21,-16.02,1109.0,1544.0,1544.0,-0.01
654,21.12,0.78,4.22,-16.84,1108.0,1544.0,1544.0,-0.01
655,21.12,0.78,4.23,-17.62,1118.0,1464.0,1464.0,-0.01
656,21.3,0.77,4.23,-19.73,1106.0,1368.0,1360.0,-0.01
657,21.42,0.77,4.23,-16.58,1098.0,1312.0,1312.0,-0.01
658,21.54,0.77,4.23,-9.06,1088.0,1280.0,1280.0,-0.01
659,21.54,0.77,4.23,-6.51,1072.0,1264.0,1288.0,-0.01
660,21.54,0.77,4.23,-9.02,1067.0,1256.0,1256.0,-0.01
661,21.48,0.77,4.23,-6.45,1068.0,1280.0,1280.0,-0.01
662,21.42,0.78,4.22,-8.16,1067.0,1296.0,1296.0,-0.01
663,21.42,0.82,4.18,-14.18,1067.0,1400.0,1424.0,-0.01
664,20.89,0.81,4.19,-14.09,1066.0,1528.0,1544.0,-0.01
665,20.65,0.82,4.19,-25.62,1072.0,1560.0,1568.0,-0.01
666,20.71,0.79,4.21,-14.52,1064.0,1488.0,1488.0,-0.01
667,20.89,0.79,4.21,-5.98,1049.0,1456.0,1464.0,-0.01
668,20.83,0.8,4.2,-8.11,1033.0,1488.0,1480.0,-0.01
669,20.71,0.81,4.2,-7.68,1032.0,1552.0,1520.0,-0.01
670,20.59,0.81,4.19,-5.98,1031.0,1576.0,1576.0,-0.01
671,20.53,0.81,4.19,-7.22,1036.0,1632.0,1624.0,-0.01
672,20.41,0.81,4.19,-5.95,1030.0,1656.0,1656.0,-0.01
673,20.36,0.82,4.18,-11.48,1029.0,1672.0,1688.0,-0.01
674,20.3,0.81,4.19,-12.26,1038.0,1672.0,1672.0,-0.01
675,20.3,0.81,4.19,-10.15,1032.0,1688.0,1688.0,-0.01
676,20.3,0.81,4.19,-11.42,1029.0,1680.0,1672.0,-0.01
677,20.3,0.81,4.19,-12.68,1024.0,1688.0,1672.0,-0.01
678,20.24,0.81,4.19,-12.33,1024.0,1688.0,1688.0,-0.01
679,20.24,0.81,4.19,-12.26,1016.0,1648.0,1648.0,-0.01
680,20.24,0.81,4.19,-13.11,1017.0,1632.0,1640.0,-0.01
681,20.24,0.81,4.19,-13.53,1005.0,1632.0,1632.0,-0.01
682,20.18,0.81,4.19,-13.11,999.0,1664.0,1664.0,-0.01
683,20.18,0.81,4.19,-12.61,997.0,1648.0,1656.0,-0.01
684,20.12,0.81,4.19,-13.45,996.0,1696.0,1696.0,-0.01
685,20.12,0.81,4.19,-13.95,988.0,1680.0,1680.0,-0.01
686,20.12,0.81,4.19,-12.26,982.0,1688.0,1680.0,-0.01
687,20.12,0.81,4.19,-12.61,995.0,1696.0,1696.0,-0.01
688,20.12,0.81,4.19,-13.87,988.0,1680.0,1688.0,-0.01
689,20.12,0.81,4.19,-12.19,990.0,1680.0,1688.0,-0.01
690,20.12,0.81,4.19,-10.93,982.0,1688.0,1696.0,-0.01
691,20.06,0.81,4.19,-11.35,984.0,1720.0,1752.0,2.34
692,20.06,0.81,4.19,-10.93,983.0,1776.0,1776.0,2.53
693,20.0,0.81,4.19,-13.11,979.0,1776.0,1784.0,2.92
694,20.0,0.81,4.19,-10.51,990.0,1744.0,1816.0,0.58
695,20.0,0.81,4.19,-14.29,985.0,1720.0,1824.0,0.58
696,20.0,0.81,4.19,-15.13,976.0,1712.0,1784.0,0.38
697,20.06,0.81,4.19,-13.87,974.0,1704.0,1736.0,0.19
698,20.06,0.81,4.19,-14.71,971.0,1768.0,1744.0,2.53
699,20.06,0.81,4.19,-18.08,966.0,1768.0,1720.0,2.73
700,20.06,0.81,4.19,-15.97,962.0,1776.0,1720.0,2.92
701,20.0,0.81,4.2,-16.4,956.0,1728.0,1784.0,0.58
702,20.0,0.81,4.2,-15.56,946.0,1736.0,1792.0,0.58
703,20.0,0.8,4.2,-15.97,947.0,1728.0,1808.0,0.38
704,20.0,0.8,4.2,-14.29,941.0,1776.0,1728.0,2.53
705,20.0,0.8,4.2,-12.96,938.0,1776.0,1744.0,2.73
706,20.0,0.8,4.2,-11.71,932.0,1800.0,1744.0,3.51
707,19.94,0.8,4.2,-12.55,935.0,1808.0,1800.0,3.7
708,19.94,0.8,4.2,-13.38,933.0,1760.0,1800.0,1.36
709,19.94,0.8,4.2,-16.31,930.0,1760.0,1808.0,1.17
710,19.94,0.8,4.2,-15.13,934.0,1736.0,1800.0,0.97
711,19.94,0.8,4.2,-15.06,924.0,1752.0,1752.0,0.77
712,19.94,0.8,4.2,-15.97,934.0,1784.0,1744.0,3.12
713,20.0,0.8,4.2,-14.64,931.0,1800.0,1736.0,3.12
714,20.0,0.8,4.2,-15.47,925.0,1728.0,1720.0,0.58
715,20.0,0.8,4.2,-14.22,925.0,1720.0,1720.0,0.38
716,20.0,0.8,4.2,-15.13,917.0,1704.0,1720.0,-0.01
717,20.0,0.8,4.2,-15.06,922.0,1696.0,1744.0,-0.2
718,20.0,0.8,4.2,-15.47,913.0,1712.0,1752.0,-0.2
719,19.94,0.8,4.2,-15.97,914.0,1728.0,1776.0,2.53
720,19.94,0.8,4.2,-14.22,915.0,1768.0,1712.0,2.53
721,19.94,0.8,4.2,-14.71,907.0,1776.0,1720.0,2.92
722,19.94,0.8,4.2,-15.13,912.0,1776.0,1712.0,2.92
723,19.94,0.8,4.2,-11.29,910.0,1736.0,1776.0,0.38
724,19.94,0.8,4.2,-11.77,903.0,1712.0,1776.0,0.19
725,19.94,0.8,4.2,-13.03,906.0,1696.0,1784.0,-0.01
726,19.94,0.8,4.2,-13.87,906.0,1784.0,1720.0,2.34
727,19.88,0.8,4.2,-16.82,901.0,1800.0,1744.0,2.34
728,19.88,0.8,4.21,-15.06,895.0,1784.0,1704.0,2.73
729,19.88,0.8,4.21,-15.13,893.0,1776.0,1752.0,0.38
730,19.94,0.79,4.21,-15.06,897.0,1728.0,1776.0,0.38
731,19.94,0.79,4.21,-15.89,892.0,1736.0,1784.0,0.19
732,19.94,0.79,4.21,-15.89,895.0,1728.0,1792.0,-0.4
733,19.94,0.79,4.21,-15.97,890.0,1704.0,1704.0,-0.79
734,19.94,0.79,4.21,-15.89,889.0,1688.0,1720.0,-0.79
735,19.94,0.8,4.21,-15.56,881.0,1712.0,1712.0,-0.98
736,19.88,0.79,4.21,-17.15,883.0,1768.0,1712.0,1.36
737,19.88,0.79,4.21,-14.22,881.0,1760.0,1712.0,1.56
738,19.88,0.79,4.21,-15.06,873.0,1768.0,1712.0,1.75
739,19.88,0.79,4.21,-13.8,875.0,1704.0,1752.0,-0.59
740,19.88,0.79,4.21,-14.22,870.0,1720.0,1768.0,-0.59
741,19.88,0.79,4.21,-14.64,869.0,1720.0,1760.0,-0.79
742,19.88,0.79,4.21,-12.19,870.0,1688.0,1720.0,-0.98
743,19.88,0.79,4.21,-15.06,867.0,1744.0,1720.0,1.36
744,19.88,0.79,4.21,-14.71,859.0,1768.0,1720.0,1.56
745,19.82,0.79,4.21,-17.98,859.0,1768.0,1720.0,2.14
